Item,date_time,period_day,weekday_weekend
Hot chocolate,08-01-2017 13:30,afternoon,weekend
Hot chocolate,08-01-2017 13:30,afternoon,weekend
Cookies,08-01-2017 13:30,afternoon,weekend
Sandwich,08-01-2017 13:30,afternoon,weekend
Coffee,08-01-2017 13:39,afternoon,weekend
Coffee,08-01-2017 13:55,afternoon,weekend
Cake,08-01-2017 13:55,afternoon,weekend
Coffee,08-01-2017 14:03,afternoon,weekend
Truffles,08-01-2017 14:03,afternoon,weekend
The Nomad,08-01-2017 14:03,afternoon,weekend
Muffin,08-01-2017 14:03,afternoon,weekend
The Nomad,08-01-2017 14:05,afternoon,weekend
Frittata,08-01-2017 14:05,afternoon,weekend
Sandwich,08-01-2017 14:05,afternoon,weekend
Coffee,08-01-2017 14:05,afternoon,weekend
Coffee,08-01-2017 14:05,afternoon,weekend
Bread,08-01-2017 14:05,afternoon,weekend
Coffee,08-01-2017 14:14,afternoon,weekend
Coffee,08-01-2017 14:14,afternoon,weekend
Coffee,08-01-2017 14:15,afternoon,weekend
Coffee,08-01-2017 14:15,afternoon,weekend
Bread,08-01-2017 14:23,afternoon,weekend
Sandwich,08-01-2017 14:23,afternoon,weekend
Coffee,08-01-2017 14:37,afternoon,weekend
Coffee,08-01-2017 14:37,afternoon,weekend
Coffee,08-01-2017 14:40,afternoon,weekend
Bread,08-01-2017 14:40,afternoon,weekend
Cake,08-01-2017 14:40,afternoon,weekend
Tiffin,08-01-2017 14:40,afternoon,weekend
Tiffin,08-01-2017 14:53,afternoon,weekend
Muffin,08-01-2017 14:53,afternoon,weekend
The Nomad,08-01-2017 14:53,afternoon,weekend
Truffles,08-01-2017 14:53,afternoon,weekend
Bread,08-01-2017 14:53,afternoon,weekend
Tea,08-01-2017 14:56,afternoon,weekend
Juice,08-01-2017 14:57,afternoon,weekend
Bread,08-01-2017 15:02,afternoon,weekend
Vegan mincepie,08-01-2017 15:02,afternoon,weekend
Bread,08-01-2017 15:11,afternoon,weekend
Coffee,08-01-2017 15:11,afternoon,weekend
Medialuna,08-01-2017 15:11,afternoon,weekend
Hearty & Seasonal,08-01-2017 15:11,afternoon,weekend
Bread,08-01-2017 15:11,afternoon,weekend
Tea,08-01-2017 15:21,afternoon,weekend
Hot chocolate,08-01-2017 15:21,afternoon,weekend
Afternoon with the baker,08-01-2017 15:28,afternoon,weekend
Bread,09-01-2017 08:35,morning,weekday
Coffee,09-01-2017 08:51,morning,weekday
Bread,09-01-2017 09:01,morning,weekday
Bread,09-01-2017 09:01,morning,weekday
Tea,09-01-2017 09:18,morning,weekday
Juice,09-01-2017 09:40,morning,weekday
Pastry,09-01-2017 09:40,morning,weekday
Coffee,09-01-2017 09:41,morning,weekday
Coffee,09-01-2017 09:43,morning,weekday
Bread,09-01-2017 09:47,morning,weekday
Coffee,09-01-2017 10:04,morning,weekday
Toast,09-01-2017 10:04,morning,weekday
Cookies,09-01-2017 10:04,morning,weekday
Coffee,09-01-2017 10:04,morning,weekday
Bread,09-01-2017 10:07,morning,weekday
Coffee,09-01-2017 10:09,morning,weekday
Coffee,09-01-2017 10:09,morning,weekday
Pastry,09-01-2017 10:09,morning,weekday
Medialuna,09-01-2017 10:09,morning,weekday
Coffee,09-01-2017 10:13,morning,weekday
Coffee,09-01-2017 10:13,morning,weekday
Muffin,09-01-2017 10:13,morning,weekday
Coffee,09-01-2017 10:18,morning,weekday
Bread,09-01-2017 10:21,morning,weekday
Scone,09-01-2017 10:21,morning,weekday
Muffin,09-01-2017 10:28,morning,weekday
Coffee,09-01-2017 10:28,morning,weekday
Coffee,09-01-2017 10:28,morning,weekday
Bread,09-01-2017 10:58,morning,weekday
Coffee,09-01-2017 11:00,morning,weekday
Tea,09-01-2017 11:00,morning,weekday
Juice,09-01-2017 11:03,morning,weekday
Pastry,09-01-2017 11:03,morning,weekday
Medialuna,09-01-2017 11:03,morning,weekday
Pastry,09-01-2017 11:11,morning,weekday
Coffee,09-01-2017 11:11,morning,weekday
Coffee,09-01-2017 11:30,morning,weekday
Coffee,09-01-2017 11:30,morning,weekday
Cookies,09-01-2017 11:30,morning,weekday
Scone,09-01-2017 11:30,morning,weekday
Tea,09-01-2017 11:36,morning,weekday
Coffee,09-01-2017 11:36,morning,weekday
Coffee,09-01-2017 11:55,morning,weekday
Farm House,09-01-2017 11:59,morning,weekday
Farm House,09-01-2017 11:59,morning,weekday
Medialuna,09-01-2017 12:02,afternoon,weekday
Coke,09-01-2017 12:02,afternoon,weekday
Juice,09-01-2017 12:02,afternoon,weekday
Coffee,09-01-2017 12:38,afternoon,weekday
Coffee,09-01-2017 12:39,afternoon,weekday
Coffee,09-01-2017 12:57,afternoon,weekday
Tea,09-01-2017 12:57,afternoon,weekday
Cake,09-01-2017 12:57,afternoon,weekday
Coffee,09-01-2017 13:00,afternoon,weekday
Sandwich,09-01-2017 13:17,afternoon,weekday
Coffee,09-01-2017 13:17,afternoon,weekday
Scone,09-01-2017 13:17,afternoon,weekday
Tea,09-01-2017 13:39,afternoon,weekday
Toast,09-01-2017 13:39,afternoon,weekday
Coffee,09-01-2017 13:40,afternoon,weekday
Bread,09-01-2017 13:44,afternoon,weekday
Farm House,09-01-2017 13:45,afternoon,weekday
Tea,09-01-2017 14:00,afternoon,weekday
Jammie Dodgers,09-01-2017 14:00,afternoon,weekday
Scone,09-01-2017 14:00,afternoon,weekday
Coffee,09-01-2017 14:30,afternoon,weekday
Scone,09-01-2017 14:30,afternoon,weekday
The Nomad,09-01-2017 14:48,afternoon,weekday
Cake,09-01-2017 14:48,afternoon,weekday
Coffee,09-01-2017 14:52,afternoon,weekday
Coffee,09-01-2017 14:52,afternoon,weekday
Medialuna,09-01-2017 14:52,afternoon,weekday
Cake,09-01-2017 14:52,afternoon,weekday
Jammie Dodgers,09-01-2017 14:54,afternoon,weekday
Farm House,09-01-2017 14:54,afternoon,weekday
Coffee,09-01-2017 15:13,afternoon,weekday
Bread,09-01-2017 15:13,afternoon,weekday
Tea,09-01-2017 15:13,afternoon,weekday
Bread,09-01-2017 15:57,afternoon,weekday
Tea,09-01-2017 15:57,afternoon,weekday
Tea,09-01-2017 16:28,afternoon,weekday
Cookies,09-01-2017 16:28,afternoon,weekday
Bread,10-01-2017 08:38,morning,weekday
Coffee,10-01-2017 09:02,morning,weekday
Bread,10-01-2017 09:40,morning,weekday
Farm House,10-01-2017 09:44,morning,weekday
Coffee,10-01-2017 09:44,morning,weekday
Farm House,10-01-2017 09:53,morning,weekday
Tea,10-01-2017 09:57,morning,weekday
Cookies,10-01-2017 09:57,morning,weekday
Coffee,10-01-2017 10:04,morning,weekday
Bread,10-01-2017 10:17,morning,weekday
Hot chocolate,10-01-2017 10:52,morning,weekday
Pastry,10-01-2017 10:52,morning,weekday
Bread,10-01-2017 10:52,morning,weekday
Coffee,10-01-2017 10:58,morning,weekday
Cake,10-01-2017 10:58,morning,weekday
Tea,10-01-2017 11:37,morning,weekday
Bread,10-01-2017 11:40,morning,weekday
Bread,10-01-2017 11:51,morning,weekday
Coffee,10-01-2017 11:56,morning,weekday
Scone,10-01-2017 11:56,morning,weekday
Scone,10-01-2017 11:57,morning,weekday
Coffee,10-01-2017 11:57,morning,weekday
Coffee,10-01-2017 11:58,morning,weekday
Farm House,10-01-2017 12:13,afternoon,weekday
Scandinavian,10-01-2017 12:13,afternoon,weekday
Coffee,10-01-2017 12:13,afternoon,weekday
Toast,10-01-2017 12:13,afternoon,weekday
Cake,10-01-2017 12:13,afternoon,weekday
Coffee,10-01-2017 12:21,afternoon,weekday
Bread,10-01-2017 12:21,afternoon,weekday
Coffee,10-01-2017 12:30,afternoon,weekday
Farm House,10-01-2017 12:30,afternoon,weekday
Sandwich,10-01-2017 12:39,afternoon,weekday
Tea,10-01-2017 12:39,afternoon,weekday
Muffin,10-01-2017 12:40,afternoon,weekday
Sandwich,10-01-2017 12:44,afternoon,weekday
Coffee,10-01-2017 12:44,afternoon,weekday
Scone,10-01-2017 12:44,afternoon,weekday
Farm House,10-01-2017 12:46,afternoon,weekday
Sandwich,10-01-2017 13:00,afternoon,weekday
Coffee,10-01-2017 13:03,afternoon,weekday
Bread,10-01-2017 13:03,afternoon,weekday
Tea,10-01-2017 13:19,afternoon,weekday
Tea,10-01-2017 13:19,afternoon,weekday
Sandwich,10-01-2017 13:26,afternoon,weekday
Coke,10-01-2017 13:30,afternoon,weekday
Jammie Dodgers,10-01-2017 13:35,afternoon,weekday
Scone,10-01-2017 13:38,afternoon,weekday
Muffin,10-01-2017 13:38,afternoon,weekday
Pastry,10-01-2017 13:38,afternoon,weekday
Frittata,10-01-2017 13:38,afternoon,weekday
Cake,10-01-2017 13:44,afternoon,weekday
Pastry,10-01-2017 13:45,afternoon,weekday
Coffee,10-01-2017 13:45,afternoon,weekday
Cake,10-01-2017 13:47,afternoon,weekday
Cake,10-01-2017 13:47,afternoon,weekday
Hearty & Seasonal,10-01-2017 14:07,afternoon,weekday
Coffee,10-01-2017 14:07,afternoon,weekday
Tea,10-01-2017 14:07,afternoon,weekday
Fudge,10-01-2017 14:13,afternoon,weekday
Bread,10-01-2017 14:13,afternoon,weekday
Coffee,10-01-2017 14:40,afternoon,weekday
Bread,10-01-2017 15:02,afternoon,weekday
Coffee,10-01-2017 15:05,afternoon,weekday
Cake,10-01-2017 15:05,afternoon,weekday
Coffee,10-01-2017 15:31,afternoon,weekday
Coffee,10-01-2017 15:54,afternoon,weekday
Tea,10-01-2017 15:56,afternoon,weekday
Bread,10-01-2017 16:29,afternoon,weekday
Bread,10-01-2017 16:31,afternoon,weekday
Bread,10-01-2017 16:32,afternoon,weekday
Toast,11-01-2017 08:19,morning,weekday
Coffee,11-01-2017 08:19,morning,weekday
Coffee,11-01-2017 08:19,morning,weekday
Muffin,11-01-2017 08:19,morning,weekday
Medialuna,11-01-2017 09:09,morning,weekday
Medialuna,11-01-2017 09:09,morning,weekday
Hot chocolate,11-01-2017 09:09,morning,weekday
Coffee,11-01-2017 09:09,morning,weekday
Bread,11-01-2017 09:16,morning,weekday
Bread,11-01-2017 09:36,morning,weekday
Pastry,11-01-2017 09:36,morning,weekday
Bread,11-01-2017 09:38,morning,weekday
Coffee,11-01-2017 09:39,morning,weekday
Tea,11-01-2017 09:49,morning,weekday
Sandwich,11-01-2017 09:49,morning,weekday
Coffee,11-01-2017 09:56,morning,weekday
Medialuna,11-01-2017 10:27,morning,weekday
Coffee,11-01-2017 10:27,morning,weekday
Farm House,11-01-2017 10:27,morning,weekday
Coffee,11-01-2017 10:40,morning,weekday
Muffin,11-01-2017 10:40,morning,weekday
Hot chocolate,11-01-2017 10:41,morning,weekday
Coffee,11-01-2017 10:41,morning,weekday
Coffee,11-01-2017 10:42,morning,weekday
Tea,11-01-2017 10:43,morning,weekday
Toast,11-01-2017 10:43,morning,weekday
Tiffin,11-01-2017 10:43,morning,weekday
Muffin,11-01-2017 10:43,morning,weekday
Cookies,11-01-2017 10:44,morning,weekday
Bread,11-01-2017 10:44,morning,weekday
Farm House,11-01-2017 10:44,morning,weekday
Bread,11-01-2017 10:48,morning,weekday
Granola,11-01-2017 10:50,morning,weekday
Scone,11-01-2017 10:52,morning,weekday
Coffee,11-01-2017 10:52,morning,weekday
Coffee,11-01-2017 10:52,morning,weekday
Bread,11-01-2017 10:55,morning,weekday
Coffee,11-01-2017 11:02,morning,weekday
Medialuna,11-01-2017 11:02,morning,weekday
Coffee,11-01-2017 11:08,morning,weekday
Coffee,11-01-2017 11:08,morning,weekday
Pastry,11-01-2017 11:08,morning,weekday
Muffin,11-01-2017 11:08,morning,weekday
Hot chocolate,11-01-2017 11:12,morning,weekday
Coffee,11-01-2017 11:12,morning,weekday
Bread,11-01-2017 11:23,morning,weekday
Bread,11-01-2017 11:25,morning,weekday
Bread,11-01-2017 11:33,morning,weekday
Coffee,11-01-2017 11:33,morning,weekday
Bread,11-01-2017 11:33,morning,weekday
Coffee,11-01-2017 12:12,afternoon,weekday
Hearty & Seasonal,11-01-2017 12:12,afternoon,weekday
Bread,11-01-2017 12:13,afternoon,weekday
Coffee,11-01-2017 12:31,afternoon,weekday
Coffee,11-01-2017 12:31,afternoon,weekday
Art Tray,11-01-2017 12:31,afternoon,weekday
Sandwich,11-01-2017 12:31,afternoon,weekday
Bread,11-01-2017 12:31,afternoon,weekday
Bread,11-01-2017 13:06,afternoon,weekday
Cake,11-01-2017 13:06,afternoon,weekday
Muffin,11-01-2017 13:32,afternoon,weekday
Alfajores,11-01-2017 13:32,afternoon,weekday
Tiffin,11-01-2017 13:32,afternoon,weekday
Tea,11-01-2017 13:32,afternoon,weekday
Coffee,11-01-2017 14:05,afternoon,weekday
Scandinavian,11-01-2017 14:09,afternoon,weekday
Afternoon with the baker,11-01-2017 14:15,afternoon,weekday
Cake,11-01-2017 14:15,afternoon,weekday
Bread,11-01-2017 14:19,afternoon,weekday
Bread,11-01-2017 14:27,afternoon,weekday
Cake,11-01-2017 14:27,afternoon,weekday
Coffee,11-01-2017 14:27,afternoon,weekday
Tea,11-01-2017 14:27,afternoon,weekday
Scandinavian,11-01-2017 14:27,afternoon,weekday
Scandinavian,11-01-2017 14:27,afternoon,weekday
Coffee,11-01-2017 14:39,afternoon,weekday
Coffee,11-01-2017 14:39,afternoon,weekday
Bread,11-01-2017 14:46,afternoon,weekday
Sandwich,11-01-2017 14:46,afternoon,weekday
Afternoon with the baker,11-01-2017 14:51,afternoon,weekday
Cake,11-01-2017 14:55,afternoon,weekday
Tea,11-01-2017 15:01,afternoon,weekday
Coffee,11-01-2017 15:35,afternoon,weekday
Cake,11-01-2017 15:35,afternoon,weekday
Coffee,11-01-2017 15:42,afternoon,weekday
Coffee,11-01-2017 15:49,afternoon,weekday
Bread,11-01-2017 15:49,afternoon,weekday
Cake,11-01-2017 15:49,afternoon,weekday
Scone,11-01-2017 15:50,afternoon,weekday
Coffee,11-01-2017 15:50,afternoon,weekday
Hot chocolate,11-01-2017 16:46,afternoon,weekday
Hot chocolate,11-01-2017 16:46,afternoon,weekday
Tea,11-01-2017 16:58,afternoon,weekday
Cookies,11-01-2017 16:58,afternoon,weekday
Cake,11-01-2017 16:58,afternoon,weekday
Coffee,12-01-2017 07:58,morning,weekday
Pastry,12-01-2017 09:07,morning,weekday
Pastry,12-01-2017 09:07,morning,weekday
Tea,12-01-2017 09:07,morning,weekday
Bread,12-01-2017 09:07,morning,weekday
Coffee,12-01-2017 09:26,morning,weekday
Toast,12-01-2017 09:26,morning,weekday
Bread,12-01-2017 09:39,morning,weekday
Coffee,12-01-2017 09:39,morning,weekday
Coffee,12-01-2017 09:41,morning,weekday
Farm House,12-01-2017 09:43,morning,weekday
Tea,12-01-2017 09:47,morning,weekday
Coffee,12-01-2017 09:47,morning,weekday
Cookies,12-01-2017 09:48,morning,weekday
Coffee,12-01-2017 09:51,morning,weekday
Bread,12-01-2017 09:54,morning,weekday
Jammie Dodgers,12-01-2017 10:24,morning,weekday
Juice,12-01-2017 10:24,morning,weekday
Bread,12-01-2017 10:29,morning,weekday
Cake,12-01-2017 10:31,morning,weekday
Coffee,12-01-2017 10:31,morning,weekday
Tea,12-01-2017 10:31,morning,weekday
Hot chocolate,12-01-2017 10:49,morning,weekday
Coffee,12-01-2017 10:55,morning,weekday
Alfajores,12-01-2017 10:55,morning,weekday
Alfajores,12-01-2017 10:55,morning,weekday
Bread,12-01-2017 10:55,morning,weekday
Tiffin,12-01-2017 11:02,morning,weekday
Cookies,12-01-2017 11:02,morning,weekday
Coffee,12-01-2017 11:02,morning,weekday
Jammie Dodgers,12-01-2017 11:03,morning,weekday
Coffee,12-01-2017 11:06,morning,weekday
Tea,12-01-2017 11:06,morning,weekday
Cake,12-01-2017 11:06,morning,weekday
Toast,12-01-2017 11:06,morning,weekday
Coffee,12-01-2017 11:08,morning,weekday
Coffee,12-01-2017 11:08,morning,weekday
Coffee,12-01-2017 11:14,morning,weekday
Vegan mincepie,12-01-2017 11:14,morning,weekday
Bread,12-01-2017 11:20,morning,weekday
Tea,12-01-2017 11:20,morning,weekday
Toast,12-01-2017 11:22,morning,weekday
Coffee,12-01-2017 11:22,morning,weekday
Coffee,12-01-2017 11:22,morning,weekday
Tea,12-01-2017 11:30,morning,weekday
Coffee,12-01-2017 11:42,morning,weekday
Cake,12-01-2017 11:44,morning,weekday
Coffee,12-01-2017 11:50,morning,weekday
Bread,12-01-2017 11:52,morning,weekday
Toast,12-01-2017 11:53,morning,weekday
Coffee,12-01-2017 11:53,morning,weekday
Cookies,12-01-2017 11:56,morning,weekday
Tea,12-01-2017 12:30,afternoon,weekday
Toast,12-01-2017 12:30,afternoon,weekday
Farm House,12-01-2017 12:51,afternoon,weekday
Coke,12-01-2017 13:49,afternoon,weekday
Coke,12-01-2017 13:50,afternoon,weekday
Bread,12-01-2017 14:14,afternoon,weekday
Toast,12-01-2017 14:53,afternoon,weekday
Bread,12-01-2017 15:16,afternoon,weekday
Tiffin,12-01-2017 15:16,afternoon,weekday
Coffee,12-01-2017 15:16,afternoon,weekday
Coffee,12-01-2017 15:25,afternoon,weekday
Jammie Dodgers,12-01-2017 15:25,afternoon,weekday
Frittata,12-01-2017 15:25,afternoon,weekday
Frittata,12-01-2017 15:44,afternoon,weekday
Coffee,12-01-2017 15:44,afternoon,weekday
Coffee,12-01-2017 15:44,afternoon,weekday
Tea,12-01-2017 15:47,afternoon,weekday
Bread,12-01-2017 15:47,afternoon,weekday
Coffee,12-01-2017 16:01,afternoon,weekday
Bread,12-01-2017 16:39,afternoon,weekday
Tea,13-01-2017 09:03,morning,weekday
Scandinavian,13-01-2017 09:03,morning,weekday
Farm House,13-01-2017 09:35,morning,weekday
Hot chocolate,13-01-2017 09:35,morning,weekday
Coffee,13-01-2017 09:35,morning,weekday
Pastry,13-01-2017 09:43,morning,weekday
Scandinavian,13-01-2017 09:43,morning,weekday
Coffee,13-01-2017 09:49,morning,weekday
Coffee,13-01-2017 09:49,morning,weekday
Toast,13-01-2017 09:49,morning,weekday
Coffee,13-01-2017 09:49,morning,weekday
Bread,13-01-2017 10:34,morning,weekday
Coffee,13-01-2017 10:41,morning,weekday
Coffee,13-01-2017 10:41,morning,weekday
Coffee,13-01-2017 10:41,morning,weekday
Cake,13-01-2017 10:41,morning,weekday
Cookies,13-01-2017 10:41,morning,weekday
Bread,13-01-2017 10:43,morning,weekday
Toast,13-01-2017 10:43,morning,weekday
Coffee,13-01-2017 11:10,morning,weekday
Sandwich,13-01-2017 11:10,morning,weekday
Bread,13-01-2017 11:10,morning,weekday
Coffee,13-01-2017 11:16,morning,weekday
Bread,13-01-2017 11:46,morning,weekday
Scandinavian,13-01-2017 11:46,morning,weekday
Coffee,13-01-2017 11:48,morning,weekday
Medialuna,13-01-2017 11:48,morning,weekday
Alfajores,13-01-2017 11:48,morning,weekday
Coffee,13-01-2017 11:55,morning,weekday
Pastry,13-01-2017 11:57,morning,weekday
Coffee,13-01-2017 11:57,morning,weekday
Coffee,13-01-2017 12:05,afternoon,weekday
Coffee,13-01-2017 12:05,afternoon,weekday
Juice,13-01-2017 12:05,afternoon,weekday
Coffee,13-01-2017 12:12,afternoon,weekday
Coffee,13-01-2017 12:13,afternoon,weekday
Bread,13-01-2017 12:13,afternoon,weekday
Salad,13-01-2017 12:13,afternoon,weekday
Pastry,13-01-2017 12:13,afternoon,weekday
Coffee,13-01-2017 12:17,afternoon,weekday
Bread,13-01-2017 12:30,afternoon,weekday
Bread,13-01-2017 12:33,afternoon,weekday
Hot chocolate,13-01-2017 12:37,afternoon,weekday
Coffee,13-01-2017 12:39,afternoon,weekday
Toast,13-01-2017 12:39,afternoon,weekday
Sandwich,13-01-2017 12:46,afternoon,weekday
Truffles,13-01-2017 12:48,afternoon,weekday
Medialuna,13-01-2017 12:56,afternoon,weekday
Cake,13-01-2017 12:56,afternoon,weekday
Toast,13-01-2017 12:56,afternoon,weekday
Coffee,13-01-2017 12:56,afternoon,weekday
Coffee,13-01-2017 12:56,afternoon,weekday
Coffee,13-01-2017 12:57,afternoon,weekday
Coffee,13-01-2017 12:58,afternoon,weekday
Cake,13-01-2017 12:58,afternoon,weekday
Vegan mincepie,13-01-2017 12:58,afternoon,weekday
Bread,13-01-2017 12:59,afternoon,weekday
Farm House,13-01-2017 13:11,afternoon,weekday
Coffee,13-01-2017 13:12,afternoon,weekday
Scone,13-01-2017 13:26,afternoon,weekday
Tea,13-01-2017 13:26,afternoon,weekday
Sandwich,13-01-2017 13:26,afternoon,weekday
Bread,13-01-2017 13:49,afternoon,weekday
Coffee,13-01-2017 13:49,afternoon,weekday
Coffee,13-01-2017 14:01,afternoon,weekday
Jammie Dodgers,13-01-2017 14:01,afternoon,weekday
Tea,13-01-2017 14:05,afternoon,weekday
Coffee,13-01-2017 14:05,afternoon,weekday
Toast,13-01-2017 14:05,afternoon,weekday
Tea,13-01-2017 14:16,afternoon,weekday
Coffee,13-01-2017 14:16,afternoon,weekday
Bread,13-01-2017 14:16,afternoon,weekday
Salad,13-01-2017 14:16,afternoon,weekday
Tiffin,13-01-2017 14:16,afternoon,weekday
Cake,13-01-2017 14:26,afternoon,weekday
Pastry,13-01-2017 14:26,afternoon,weekday
Pastry,13-01-2017 14:26,afternoon,weekday
Alfajores,13-01-2017 14:26,afternoon,weekday
Alfajores,13-01-2017 14:26,afternoon,weekday
Coffee,13-01-2017 14:26,afternoon,weekday
Bread,13-01-2017 14:26,afternoon,weekday
Coffee,13-01-2017 14:53,afternoon,weekday
Scone,13-01-2017 14:53,afternoon,weekday
Tea,13-01-2017 15:04,afternoon,weekday
Brownie,13-01-2017 15:09,afternoon,weekday
Pastry,13-01-2017 15:09,afternoon,weekday
Coffee,13-01-2017 15:09,afternoon,weekday
Bread,13-01-2017 15:46,afternoon,weekday
Tea,13-01-2017 15:50,afternoon,weekday
Scone,13-01-2017 15:53,afternoon,weekday
Bread,13-01-2017 15:58,afternoon,weekday
Tea,13-01-2017 15:58,afternoon,weekday
Scone,13-01-2017 15:58,afternoon,weekday
Coffee,13-01-2017 16:08,afternoon,weekday
Tea,13-01-2017 16:08,afternoon,weekday
Scone,13-01-2017 16:08,afternoon,weekday
Cake,13-01-2017 16:08,afternoon,weekday
Coffee,13-01-2017 16:12,afternoon,weekday
Truffles,13-01-2017 16:12,afternoon,weekday
Cake,13-01-2017 16:12,afternoon,weekday
Vegan mincepie,13-01-2017 16:12,afternoon,weekday
Bread,13-01-2017 16:14,afternoon,weekday
Hot chocolate,13-01-2017 16:40,afternoon,weekday
Medialuna,13-01-2017 16:40,afternoon,weekday
Tea,13-01-2017 17:04,evening,weekday
Hot chocolate,13-01-2017 17:04,evening,weekday
Cookies,13-01-2017 17:04,evening,weekday
Jammie Dodgers,13-01-2017 17:04,evening,weekday
Bread,13-01-2017 17:04,evening,weekday
Bread,14-01-2017 08:57,morning,weekend
Coffee,14-01-2017 09:07,morning,weekend
Coffee,14-01-2017 09:07,morning,weekend
Toast,14-01-2017 09:07,morning,weekend
Coffee,14-01-2017 09:09,morning,weekend
Scandinavian,14-01-2017 09:15,morning,weekend
Bread,14-01-2017 09:15,morning,weekend
Tea,14-01-2017 09:37,morning,weekend
Cookies,14-01-2017 09:37,morning,weekend
Tiffin,14-01-2017 09:37,morning,weekend
Brownie,14-01-2017 09:37,morning,weekend
Coffee,14-01-2017 09:37,morning,weekend
Tiffin,14-01-2017 09:42,morning,weekend
Coffee,14-01-2017 09:43,morning,weekend
Coffee,14-01-2017 09:45,morning,weekend
Toast,14-01-2017 09:45,morning,weekend
Tiffin,14-01-2017 09:45,morning,weekend
Farm House,14-01-2017 09:45,morning,weekend
Hot chocolate,14-01-2017 09:50,morning,weekend
Bread,14-01-2017 09:50,morning,weekend
Medialuna,14-01-2017 09:50,morning,weekend
Toast,14-01-2017 09:50,morning,weekend
Hot chocolate,14-01-2017 09:51,morning,weekend
Bread,14-01-2017 09:51,morning,weekend
Medialuna,14-01-2017 09:51,morning,weekend
Toast,14-01-2017 09:51,morning,weekend
Hot chocolate,14-01-2017 09:52,morning,weekend
Bread,14-01-2017 09:52,morning,weekend
Medialuna,14-01-2017 09:52,morning,weekend
Toast,14-01-2017 09:52,morning,weekend
Alfajores,14-01-2017 09:55,morning,weekend
Scone,14-01-2017 09:55,morning,weekend
Coffee,14-01-2017 09:59,morning,weekend
Cookies,14-01-2017 09:59,morning,weekend
Coffee,14-01-2017 10:04,morning,weekend
Brownie,14-01-2017 10:19,morning,weekend
Pastry,14-01-2017 10:19,morning,weekend
Bread,14-01-2017 10:19,morning,weekend
Bread,14-01-2017 10:22,morning,weekend
Pastry,14-01-2017 10:29,morning,weekend
Bread,14-01-2017 10:29,morning,weekend
Coffee,14-01-2017 10:31,morning,weekend
Coffee,14-01-2017 10:42,morning,weekend
Hot chocolate,14-01-2017 10:42,morning,weekend
Hearty & Seasonal,14-01-2017 10:42,morning,weekend
Bread,14-01-2017 10:42,morning,weekend
Coffee,14-01-2017 10:47,morning,weekend
Bread,14-01-2017 10:50,morning,weekend
Cake,14-01-2017 10:55,morning,weekend
Coffee,14-01-2017 11:07,morning,weekend
Coffee,14-01-2017 11:07,morning,weekend
Cookies,14-01-2017 11:07,morning,weekend
Scone,14-01-2017 11:07,morning,weekend
Coffee,14-01-2017 11:17,morning,weekend
Coffee,14-01-2017 11:17,morning,weekend
Medialuna,14-01-2017 11:17,morning,weekend
Cake,14-01-2017 11:17,morning,weekend
Tiffin,14-01-2017 11:17,morning,weekend
Coffee,14-01-2017 11:26,morning,weekend
Medialuna,14-01-2017 11:26,morning,weekend
Medialuna,14-01-2017 11:26,morning,weekend
Medialuna,14-01-2017 11:26,morning,weekend
Tea,14-01-2017 11:32,morning,weekend
Truffles,14-01-2017 11:32,morning,weekend
Medialuna,14-01-2017 11:32,morning,weekend
Pastry,14-01-2017 11:33,morning,weekend
Coffee,14-01-2017 11:33,morning,weekend
Coffee,14-01-2017 11:36,morning,weekend
Coffee,14-01-2017 11:36,morning,weekend
Hot chocolate,14-01-2017 11:36,morning,weekend
Scandinavian,14-01-2017 11:37,morning,weekend
Coffee,14-01-2017 11:39,morning,weekend
Coffee,14-01-2017 11:39,morning,weekend
Tea,14-01-2017 11:39,morning,weekend
Scone,14-01-2017 11:39,morning,weekend
Coffee,14-01-2017 11:47,morning,weekend
Hot chocolate,14-01-2017 11:49,morning,weekend
Coffee,14-01-2017 11:49,morning,weekend
Bread,14-01-2017 11:49,morning,weekend
Scone,14-01-2017 11:49,morning,weekend
Cookies,14-01-2017 11:49,morning,weekend
Hearty & Seasonal,14-01-2017 11:49,morning,weekend
Bread,14-01-2017 12:00,afternoon,weekend
Bread,14-01-2017 12:21,afternoon,weekend
Coffee,14-01-2017 12:23,afternoon,weekend
Alfajores,14-01-2017 12:23,afternoon,weekend
Pastry,14-01-2017 12:23,afternoon,weekend
Cake,14-01-2017 12:26,afternoon,weekend
Tiffin,14-01-2017 12:26,afternoon,weekend
Bread,14-01-2017 12:26,afternoon,weekend
Hot chocolate,14-01-2017 12:26,afternoon,weekend
Coffee,14-01-2017 12:26,afternoon,weekend
Cake,14-01-2017 12:29,afternoon,weekend
Farm House,14-01-2017 12:29,afternoon,weekend
Coffee,14-01-2017 12:32,afternoon,weekend
Pastry,14-01-2017 12:32,afternoon,weekend
Coffee,14-01-2017 12:35,afternoon,weekend
Alfajores,14-01-2017 12:35,afternoon,weekend
Tea,14-01-2017 12:36,afternoon,weekend
Coffee,14-01-2017 12:36,afternoon,weekend
Hearty & Seasonal,14-01-2017 12:36,afternoon,weekend
Coffee,14-01-2017 12:38,afternoon,weekend
Coffee,14-01-2017 12:38,afternoon,weekend
Bread,14-01-2017 12:42,afternoon,weekend
Tea,14-01-2017 12:42,afternoon,weekend
Tiffin,14-01-2017 12:42,afternoon,weekend
