Transaction,Item,period_day,weekday_weekend,month,day,hour
6287,medialuna,afternoon,weekday,9,Saturday,14
6287,cake,afternoon,weekday,9,Saturday,14
6287,tea,afternoon,weekday,9,Saturday,14
6287,tea,afternoon,weekday,9,Saturday,14
6288,bread,afternoon,weekday,9,Saturday,14
6289,coffee,afternoon,weekday,9,Saturday,15
6289,brownie,afternoon,weekday,9,Saturday,15
6290,soup,afternoon,weekday,9,Saturday,15
6290,soup,afternoon,weekday,9,Saturday,15
6290,soup,afternoon,weekday,9,Saturday,15
6290,bread,afternoon,weekday,9,Saturday,15
6290,cake,afternoon,weekday,9,Saturday,15
6290,cake,afternoon,weekday,9,Saturday,15
6290,tea,afternoon,weekday,9,Saturday,15
6290,bread,afternoon,weekday,9,Saturday,15
6290,tea,afternoon,weekday,9,Saturday,15
6291,coffee,afternoon,weekday,9,Saturday,15
6291,juice,afternoon,weekday,9,Saturday,15
6291,hot chocolate,afternoon,weekday,9,Saturday,15
6291,cake,afternoon,weekday,9,Saturday,15
6292,alfajores,afternoon,weekday,9,Saturday,15
6292,bread,afternoon,weekday,9,Saturday,15
6292,coffee,afternoon,weekday,9,Saturday,15
6292,coffee,afternoon,weekday,9,Saturday,15
6293,bread,evening,weekday,9,Saturday,17
6293,cookies,evening,weekday,9,Saturday,17
6293,bread,evening,weekday,9,Saturday,17
6294,bread,morning,weekday,10,Monday,8
6295,bread,morning,weekday,10,Monday,8
6296,cake,morning,weekday,10,Monday,9
6296,bread,morning,weekday,10,Monday,9
6297,coffee,morning,weekday,10,Monday,9
6297,bread,morning,weekday,10,Monday,9
6298,coffee,morning,weekday,10,Monday,9
6298,tea,morning,weekday,10,Monday,9
6299,bread,morning,weekday,10,Monday,9
6299,bread,morning,weekday,10,Monday,9
6300,coffee,morning,weekday,10,Monday,9
6300,coffee,morning,weekday,10,Monday,9
6300,juice,morning,weekday,10,Monday,9
6300,pastry,morning,weekday,10,Monday,9
6300,cookies,morning,weekday,10,Monday,9
6301,bread,morning,weekday,10,Monday,9
6301,pastry,morning,weekday,10,Monday,9
6302,bread,morning,weekday,10,Monday,9
6303,coffee,morning,weekday,10,Monday,9
6303,cookies,morning,weekday,10,Monday,9
6304,hot chocolate,morning,weekday,10,Monday,10
6305,coffee,morning,weekday,10,Monday,10
6305,hot chocolate,morning,weekday,10,Monday,10
6306,coffee,morning,weekday,10,Monday,10
6306,cookies,morning,weekday,10,Monday,10
6307,coffee,morning,weekday,10,Monday,10
6308,coffee,morning,weekday,10,Monday,10
6308,toast,morning,weekday,10,Monday,10
6309,valentine's card,morning,weekday,10,Monday,10
6310,tea,morning,weekday,10,Monday,10
6311,bread,morning,weekday,10,Monday,11
6312,bread,morning,weekday,10,Monday,11
6313,coffee,morning,weekday,10,Monday,11
6314,bread,morning,weekday,10,Monday,11
6314,juice,morning,weekday,10,Monday,11
6314,sandwich,morning,weekday,10,Monday,11
6314,sandwich,morning,weekday,10,Monday,11
6314,cookies,morning,weekday,10,Monday,11
6314,alfajores,morning,weekday,10,Monday,11
6315,soup,morning,weekday,10,Monday,11
6316,soup,morning,weekday,10,Monday,11
6317,scone,afternoon,weekday,10,Monday,12
6317,coffee,afternoon,weekday,10,Monday,12
6318,truffles,afternoon,weekday,10,Monday,12
6318,soup,afternoon,weekday,10,Monday,12
6319,chicken stew,afternoon,weekday,10,Monday,12
6319,cake,afternoon,weekday,10,Monday,12
6319,juice,afternoon,weekday,10,Monday,12
6320,bread,afternoon,weekday,10,Monday,12
6320,scandinavian,afternoon,weekday,10,Monday,12
6321,coffee,afternoon,weekday,10,Monday,12
6321,coffee,afternoon,weekday,10,Monday,12
6322,sandwich,afternoon,weekday,10,Monday,12
6322,coffee,afternoon,weekday,10,Monday,12
6322,truffles,afternoon,weekday,10,Monday,12
6323,cake,afternoon,weekday,10,Monday,12
6324,bread,afternoon,weekday,10,Monday,12
6325,pastry,afternoon,weekday,10,Monday,12
6325,bread,afternoon,weekday,10,Monday,12
6326,toast,afternoon,weekday,10,Monday,12
6327,bread,afternoon,weekday,10,Monday,12
6328,bread,afternoon,weekday,10,Monday,12
6329,chicken stew,afternoon,weekday,10,Monday,12
6330,sandwich,afternoon,weekday,10,Monday,12
6330,coke,afternoon,weekday,10,Monday,12
6331,coffee,afternoon,weekday,10,Monday,12
6331,coffee,afternoon,weekday,10,Monday,12
6331,cake,afternoon,weekday,10,Monday,12
6331,cake,afternoon,weekday,10,Monday,12
6331,salad,afternoon,weekday,10,Monday,12
6331,extra salami or feta,afternoon,weekday,10,Monday,12
6331,scandinavian,afternoon,weekday,10,Monday,12
6331,bread,afternoon,weekday,10,Monday,12
6332,scandinavian,afternoon,weekday,10,Monday,12
6333,coffee,afternoon,weekday,10,Monday,13
6333,salad,afternoon,weekday,10,Monday,13
6334,truffles,afternoon,weekday,10,Monday,13
6334,duck egg,afternoon,weekday,10,Monday,13
6334,extra salami or feta,afternoon,weekday,10,Monday,13
6334,spanish brunch,afternoon,weekday,10,Monday,13
6334,afternoon with the baker,afternoon,weekday,10,Monday,13
6335,medialuna,afternoon,weekday,10,Monday,13
6335,medialuna,afternoon,weekday,10,Monday,13
6336,tea,afternoon,weekday,10,Monday,13
6336,tea,afternoon,weekday,10,Monday,13
6336,soup,afternoon,weekday,10,Monday,13
6336,cake,afternoon,weekday,10,Monday,13
6336,bread,afternoon,weekday,10,Monday,13
6336,scone,afternoon,weekday,10,Monday,13
6336,cake,afternoon,weekday,10,Monday,13
6337,soup,afternoon,weekday,10,Monday,13
6337,coffee,afternoon,weekday,10,Monday,13
6337,coffee,afternoon,weekday,10,Monday,13
6338,medialuna,afternoon,weekday,10,Monday,14
6338,cake,afternoon,weekday,10,Monday,14
6338,spanish brunch,afternoon,weekday,10,Monday,14
6338,the nomad,afternoon,weekday,10,Monday,14
6338,cookies,afternoon,weekday,10,Monday,14
6339,bread,afternoon,weekday,10,Monday,14
6339,coffee,afternoon,weekday,10,Monday,14
6340,coffee,afternoon,weekday,10,Monday,14
6341,coffee,afternoon,weekday,10,Monday,14
6341,chicken stew,afternoon,weekday,10,Monday,14
6342,coffee,afternoon,weekday,10,Monday,14
6343,coffee,afternoon,weekday,10,Monday,14
6343,alfajores,afternoon,weekday,10,Monday,14
6343,pastry,afternoon,weekday,10,Monday,14
6344,coffee,afternoon,weekday,10,Monday,14
6345,coffee,afternoon,weekday,10,Monday,14
6346,coffee,afternoon,weekday,10,Monday,14
6346,brownie,afternoon,weekday,10,Monday,14
6347,soup,afternoon,weekday,10,Monday,14
6348,coffee,afternoon,weekday,10,Monday,14
6348,tea,afternoon,weekday,10,Monday,14
6348,cookies,afternoon,weekday,10,Monday,14
6349,bread,afternoon,weekday,10,Monday,14
6350,bread,afternoon,weekday,10,Monday,15
6351,baguette,afternoon,weekday,10,Monday,15
6351,coffee,afternoon,weekday,10,Monday,15
6352,tea,afternoon,weekday,10,Monday,15
6353,spanish brunch,afternoon,weekday,10,Monday,15
6354,coffee,afternoon,weekday,10,Monday,15
6355,cake,afternoon,weekday,10,Monday,15
6355,cake,afternoon,weekday,10,Monday,15
6355,cookies,afternoon,weekday,10,Monday,15
6356,juice,afternoon,weekday,10,Monday,15
6356,coffee,afternoon,weekday,10,Monday,15
6356,cookies,afternoon,weekday,10,Monday,15
6356,tea,afternoon,weekday,10,Monday,15
6356,alfajores,afternoon,weekday,10,Monday,15
6357,cake,afternoon,weekday,10,Monday,15
6357,cookies,afternoon,weekday,10,Monday,15
6357,coffee,afternoon,weekday,10,Monday,15
6357,hot chocolate,afternoon,weekday,10,Monday,15
6358,bread,afternoon,weekday,10,Monday,15
6358,coffee,afternoon,weekday,10,Monday,15
6358,bread,afternoon,weekday,10,Monday,15
6359,coffee,afternoon,weekday,10,Monday,16
6359,scone,afternoon,weekday,10,Monday,16
6360,brownie,afternoon,weekday,10,Monday,16
6360,coffee,afternoon,weekday,10,Monday,16
6360,coffee,afternoon,weekday,10,Monday,16
6360,baguette,afternoon,weekday,10,Monday,16
6361,coffee,morning,weekend,11,Thursday,8
6361,bread,morning,weekend,11,Thursday,8
6361,scone,morning,weekend,11,Thursday,8
6362,coffee,morning,weekend,11,Thursday,8
6362,coffee,morning,weekend,11,Thursday,8
6363,medialuna,morning,weekend,11,Thursday,8
6364,bread,morning,weekend,11,Thursday,8
6365,bread,morning,weekend,11,Thursday,8
6365,farm house,morning,weekend,11,Thursday,8
6365,nomad bag,morning,weekend,11,Thursday,8
6366,bread,morning,weekend,11,Thursday,9
6366,pastry,morning,weekend,11,Thursday,9
6367,toast,morning,weekend,11,Thursday,9
6367,pastry,morning,weekend,11,Thursday,9
6367,tea,morning,weekend,11,Thursday,9
6367,coffee,morning,weekend,11,Thursday,9
6367,coffee,morning,weekend,11,Thursday,9
6368,scone,morning,weekend,11,Thursday,9
6368,pastry,morning,weekend,11,Thursday,9
6369,cake,morning,weekend,11,Thursday,9
6369,tea,morning,weekend,11,Thursday,9
6369,toast,morning,weekend,11,Thursday,9
6370,baguette,morning,weekend,11,Thursday,9
6371,bread,morning,weekend,11,Thursday,9
6372,tea,morning,weekend,11,Thursday,9
6372,toast,morning,weekend,11,Thursday,9
6373,coffee,morning,weekend,11,Thursday,10
6374,hot chocolate,morning,weekend,11,Thursday,10
6374,bread,morning,weekend,11,Thursday,10
6374,pastry,morning,weekend,11,Thursday,10
6374,pastry,morning,weekend,11,Thursday,10
6375,tea,morning,weekend,11,Thursday,10
6376,scandinavian,morning,weekend,11,Thursday,10
6376,pastry,morning,weekend,11,Thursday,10
6376,alfajores,morning,weekend,11,Thursday,10
6377,fudge,morning,weekend,11,Thursday,10
6378,tea,morning,weekend,11,Thursday,10
6378,tea,morning,weekend,11,Thursday,10
6378,pastry,morning,weekend,11,Thursday,10
6378,toast,morning,weekend,11,Thursday,10
6378,bread,morning,weekend,11,Thursday,10
6378,brownie,morning,weekend,11,Thursday,10
6378,cake,morning,weekend,11,Thursday,10
6379,coffee,morning,weekend,11,Thursday,10
6379,the nomad,morning,weekend,11,Thursday,10
6380,cookies,morning,weekend,11,Thursday,11
6380,cake,morning,weekend,11,Thursday,11
6381,bread,morning,weekend,11,Thursday,11
6382,coffee,morning,weekend,11,Thursday,11
6382,bread,morning,weekend,11,Thursday,11
6383,coffee,morning,weekend,11,Thursday,11
6383,pastry,morning,weekend,11,Thursday,11
6384,cookies,morning,weekend,11,Thursday,11
6384,cookies,morning,weekend,11,Thursday,11
6384,cake,morning,weekend,11,Thursday,11
6385,bread,morning,weekend,11,Thursday,11
6386,bread,morning,weekend,11,Thursday,11
6387,coffee,morning,weekend,11,Thursday,11
6387,pastry,morning,weekend,11,Thursday,11
6388,spanish brunch,morning,weekend,11,Thursday,11
6388,coffee,morning,weekend,11,Thursday,11
6388,coffee,morning,weekend,11,Thursday,11
6388,juice,morning,weekend,11,Thursday,11
6389,coffee,morning,weekend,11,Thursday,11
6389,coffee,morning,weekend,11,Thursday,11
6389,bread,morning,weekend,11,Thursday,11
6389,toast,morning,weekend,11,Thursday,11
6390,coffee,morning,weekend,11,Thursday,11
6390,coffee,morning,weekend,11,Thursday,11
6390,coffee,morning,weekend,11,Thursday,11
6391,bread,morning,weekend,11,Thursday,11
6392,coffee,afternoon,weekend,11,Thursday,12
6392,bread,afternoon,weekend,11,Thursday,12
6393,coffee,afternoon,weekend,11,Thursday,12
6393,coffee,afternoon,weekend,11,Thursday,12
6394,baguette,afternoon,weekend,11,Thursday,12
6395,tea,afternoon,weekend,11,Thursday,12
6395,tea,afternoon,weekend,11,Thursday,12
6395,scone,afternoon,weekend,11,Thursday,12
6396,coffee,afternoon,weekend,11,Thursday,12
6396,hot chocolate,afternoon,weekend,11,Thursday,12
6396,bread,afternoon,weekend,11,Thursday,12
6397,bread,afternoon,weekend,11,Thursday,12
6398,bread,afternoon,weekend,11,Thursday,12
6398,cookies,afternoon,weekend,11,Thursday,12
6398,chicken stew,afternoon,weekend,11,Thursday,12
6399,sandwich,afternoon,weekend,11,Thursday,12
6399,hot chocolate,afternoon,weekend,11,Thursday,12
6399,bread,afternoon,weekend,11,Thursday,12
6400,soup,afternoon,weekend,11,Thursday,12
6400,the nomad,afternoon,weekend,11,Thursday,12
6400,truffles,afternoon,weekend,11,Thursday,12
6401,baguette,afternoon,weekend,11,Thursday,12
6402,pastry,afternoon,weekend,11,Thursday,12
6403,bread,afternoon,weekend,11,Thursday,13
6403,cake,afternoon,weekend,11,Thursday,13
6404,soup,afternoon,weekend,11,Thursday,13
6404,coffee,afternoon,weekend,11,Thursday,13
6405,bread,afternoon,weekend,11,Thursday,13
6406,bread,afternoon,weekend,11,Thursday,13
6407,coffee,afternoon,weekend,11,Thursday,13
6407,bread,afternoon,weekend,11,Thursday,13
6407,cake,afternoon,weekend,11,Thursday,13
6407,cake,afternoon,weekend,11,Thursday,13
6408,soup,afternoon,weekend,11,Thursday,13
6408,chicken stew,afternoon,weekend,11,Thursday,13
6408,coffee,afternoon,weekend,11,Thursday,13
6408,tea,afternoon,weekend,11,Thursday,13
6409,hot chocolate,afternoon,weekend,11,Thursday,13
6410,nomad bag,afternoon,weekend,11,Thursday,14
6410,bread,afternoon,weekend,11,Thursday,14
6410,coffee,afternoon,weekend,11,Thursday,14
6410,coffee,afternoon,weekend,11,Thursday,14
6410,cake,afternoon,weekend,11,Thursday,14
6410,cake,afternoon,weekend,11,Thursday,14
6411,bread,afternoon,weekend,11,Thursday,14
6412,spanish brunch,afternoon,weekend,11,Thursday,14
6412,the nomad,afternoon,weekend,11,Thursday,14
6412,tea,afternoon,weekend,11,Thursday,14
6412,tea,afternoon,weekend,11,Thursday,14
6412,juice,afternoon,weekend,11,Thursday,14
6412,art tray,afternoon,weekend,11,Thursday,14
6412,cake,afternoon,weekend,11,Thursday,14
6412,cake,afternoon,weekend,11,Thursday,14
6412,alfajores,afternoon,weekend,11,Thursday,14
6412,tea,afternoon,weekend,11,Thursday,14
6412,hot chocolate,afternoon,weekend,11,Thursday,14
6413,alfajores,afternoon,weekend,11,Thursday,14
6413,brownie,afternoon,weekend,11,Thursday,14
6414,coffee,afternoon,weekend,11,Thursday,14
6414,hot chocolate,afternoon,weekend,11,Thursday,14
6414,coffee,afternoon,weekend,11,Thursday,14
6414,bread,afternoon,weekend,11,Thursday,14
6414,cake,afternoon,weekend,11,Thursday,14
6415,cake,afternoon,weekend,11,Thursday,14
6415,bread,afternoon,weekend,11,Thursday,14
6415,chicken stew,afternoon,weekend,11,Thursday,14
6416,coffee,afternoon,weekend,11,Thursday,14
6416,coffee,afternoon,weekend,11,Thursday,14
6416,coffee,afternoon,weekend,11,Thursday,14
6416,brownie,afternoon,weekend,11,Thursday,14
6417,valentine's card,afternoon,weekend,11,Thursday,14
6418,bread,afternoon,weekend,11,Thursday,14
6419,bread,afternoon,weekend,11,Thursday,14
6420,coffee,afternoon,weekend,11,Thursday,14
6420,coffee,afternoon,weekend,11,Thursday,14
6420,chicken stew,afternoon,weekend,11,Thursday,14
6420,pastry,afternoon,weekend,11,Thursday,14
6421,tea,afternoon,weekend,11,Thursday,15
6421,bread,afternoon,weekend,11,Thursday,15
6422,soup,afternoon,weekend,11,Thursday,15
6422,spanish brunch,afternoon,weekend,11,Thursday,15
6422,sandwich,afternoon,weekend,11,Thursday,15
6422,coffee,afternoon,weekend,11,Thursday,15
6422,tea,afternoon,weekend,11,Thursday,15
6423,coffee,afternoon,weekend,11,Thursday,15
6423,tea,afternoon,weekend,11,Thursday,15
6424,coffee,afternoon,weekend,11,Thursday,16
6424,juice,afternoon,weekend,11,Thursday,16
6425,coffee,afternoon,weekend,11,Thursday,16
6425,cake,afternoon,weekend,11,Thursday,16
6425,pastry,afternoon,weekend,11,Thursday,16
6426,bread,afternoon,weekend,11,Thursday,16
6426,hot chocolate,afternoon,weekend,11,Thursday,16
6426,sandwich,afternoon,weekend,11,Thursday,16
6427,bread,afternoon,weekend,11,Thursday,16
6428,bread,afternoon,weekend,11,Thursday,16
6428,tea,afternoon,weekend,11,Thursday,16
6428,tea,afternoon,weekend,11,Thursday,16
6428,bread,afternoon,weekend,11,Thursday,16
6428,cake,afternoon,weekend,11,Thursday,16
6429,afternoon with the baker,evening,weekend,11,Thursday,17
6430,bread,evening,weekend,11,Thursday,17
6431,bread,evening,weekend,11,Thursday,17
6431,scandinavian,evening,weekend,11,Thursday,17
6432,tea,evening,weekend,11,Thursday,17
6432,tea,evening,weekend,11,Thursday,17
6432,cake,evening,weekend,11,Thursday,17
6432,medialuna,evening,weekend,11,Thursday,17
6432,medialuna,evening,weekend,11,Thursday,17
6432,coffee,evening,weekend,11,Thursday,17
6432,scandinavian,evening,weekend,11,Thursday,17
6433,scandinavian,evening,weekend,11,Thursday,17
6434,bread,evening,weekend,11,Thursday,17
6434,soup,evening,weekend,11,Thursday,17
6435,cake,morning,weekend,12,Saturday,9
6435,bread,morning,weekend,12,Saturday,9
6435,cookies,morning,weekend,12,Saturday,9
6435,eggs,morning,weekend,12,Saturday,9
6435,juice,morning,weekend,12,Saturday,9
6436,coffee,morning,weekend,12,Saturday,9
6437,coffee,morning,weekend,12,Saturday,10
6437,tea,morning,weekend,12,Saturday,10
6437,pastry,morning,weekend,12,Saturday,10
6438,medialuna,morning,weekend,12,Saturday,10
6438,coffee,morning,weekend,12,Saturday,10
6439,coffee,morning,weekend,12,Saturday,10
6439,toast,morning,weekend,12,Saturday,10
6440,pastry,morning,weekend,12,Saturday,10
6440,pastry,morning,weekend,12,Saturday,10
6440,pastry,morning,weekend,12,Saturday,10
6440,bread,morning,weekend,12,Saturday,10
6441,coffee,morning,weekend,12,Saturday,10
6441,coffee,morning,weekend,12,Saturday,10
6441,pastry,morning,weekend,12,Saturday,10
6441,cookies,morning,weekend,12,Saturday,10
6441,bread,morning,weekend,12,Saturday,10
6442,bread,morning,weekend,12,Saturday,10
6443,pastry,morning,weekend,12,Saturday,10
6443,medialuna,morning,weekend,12,Saturday,10
6443,baguette,morning,weekend,12,Saturday,10
6444,coffee,morning,weekend,12,Saturday,10
6444,scone,morning,weekend,12,Saturday,10
6445,bread,morning,weekend,12,Saturday,10
6445,bread,morning,weekend,12,Saturday,10
6446,coffee,morning,weekend,12,Saturday,10
6447,bread,morning,weekend,12,Saturday,10
6448,bread,morning,weekend,12,Saturday,11
6448,coffee,morning,weekend,12,Saturday,11
6448,scone,morning,weekend,12,Saturday,11
6449,bread,morning,weekend,12,Saturday,11
6449,baguette,morning,weekend,12,Saturday,11
6449,hot chocolate,morning,weekend,12,Saturday,11
6449,coffee,morning,weekend,12,Saturday,11
6449,toast,morning,weekend,12,Saturday,11
6450,coffee,morning,weekend,12,Saturday,11
6451,coffee,morning,weekend,12,Saturday,11
6451,coffee,morning,weekend,12,Saturday,11
6451,coffee,morning,weekend,12,Saturday,11
6451,bread,morning,weekend,12,Saturday,11
6451,cake,morning,weekend,12,Saturday,11
6452,coffee,morning,weekend,12,Saturday,11
6453,coffee,morning,weekend,12,Saturday,11
6453,coffee,morning,weekend,12,Saturday,11
6453,scone,morning,weekend,12,Saturday,11
6453,cake,morning,weekend,12,Saturday,11
6454,scone,morning,weekend,12,Saturday,11
6454,bread,morning,weekend,12,Saturday,11
6454,baguette,morning,weekend,12,Saturday,11
6455,cake,morning,weekend,12,Saturday,11
6456,coffee,morning,weekend,12,Saturday,11
6456,spanish brunch,morning,weekend,12,Saturday,11
6456,bread,morning,weekend,12,Saturday,11
6457,pastry,morning,weekend,12,Saturday,11
6457,brownie,morning,weekend,12,Saturday,11
6458,toast,morning,weekend,12,Saturday,11
6459,bread,afternoon,weekend,12,Saturday,12
6459,bread,afternoon,weekend,12,Saturday,12
6460,bread,afternoon,weekend,12,Saturday,12
6461,farm house,afternoon,weekend,12,Saturday,12
6462,spanish brunch,afternoon,weekend,12,Saturday,12
6462,cake,afternoon,weekend,12,Saturday,12
6463,bread,afternoon,weekend,12,Saturday,12
6464,coffee,afternoon,weekend,12,Saturday,12
6465,coffee,afternoon,weekend,12,Saturday,12
6465,coffee,afternoon,weekend,12,Saturday,12
6465,cake,afternoon,weekend,12,Saturday,12
6466,bread,afternoon,weekend,12,Saturday,12
6467,coffee,afternoon,weekend,12,Saturday,13
6467,coffee,afternoon,weekend,12,Saturday,13
6467,coffee,afternoon,weekend,12,Saturday,13
6468,tea,afternoon,weekend,12,Saturday,13
6468,cake,afternoon,weekend,12,Saturday,13
6469,hot chocolate,afternoon,weekend,12,Saturday,13
6469,soup,afternoon,weekend,12,Saturday,13
6470,tea,afternoon,weekend,12,Saturday,13
6471,alfajores,afternoon,weekend,12,Saturday,13
6471,bread,afternoon,weekend,12,Saturday,13
6472,cake,afternoon,weekend,12,Saturday,14
6472,bread,afternoon,weekend,12,Saturday,14
6473,coffee,afternoon,weekend,12,Saturday,14
6474,coffee,afternoon,weekend,12,Saturday,14
6474,coffee,afternoon,weekend,12,Saturday,14
6474,coffee,afternoon,weekend,12,Saturday,14
6474,tea,afternoon,weekend,12,Saturday,14
6474,toast,afternoon,weekend,12,Saturday,14
6474,duck egg,afternoon,weekend,12,Saturday,14
6474,extra salami or feta,afternoon,weekend,12,Saturday,14
6474,chicken stew,afternoon,weekend,12,Saturday,14
6474,cookies,afternoon,weekend,12,Saturday,14
6474,brownie,afternoon,weekend,12,Saturday,14
6474,bread,afternoon,weekend,12,Saturday,14
6475,bread,afternoon,weekend,12,Saturday,14
6476,coffee,afternoon,weekend,12,Saturday,14
6476,sandwich,afternoon,weekend,12,Saturday,14
6477,coffee,afternoon,weekend,12,Saturday,14
6477,cake,afternoon,weekend,12,Saturday,14
6478,brownie,afternoon,weekend,12,Saturday,14
6478,bread,afternoon,weekend,12,Saturday,14
6479,coffee,afternoon,weekend,12,Saturday,15
6479,coffee,afternoon,weekend,12,Saturday,15
6479,alfajores,afternoon,weekend,12,Saturday,15
6479,cake,afternoon,weekend,12,Saturday,15
6479,brownie,afternoon,weekend,12,Saturday,15
6480,coffee,afternoon,weekend,12,Saturday,15
6480,brownie,afternoon,weekend,12,Saturday,15
6481,afternoon with the baker,evening,weekend,12,Saturday,18
6482,afternoon with the baker,evening,weekend,12,Saturday,18
6483,bread,morning,weekday,2,Monday,8
6484,coffee,morning,weekday,2,Monday,9
6484,medialuna,morning,weekday,2,Monday,9
6484,baguette,morning,weekday,2,Monday,9
6485,coffee,morning,weekday,2,Monday,9
6486,hot chocolate,morning,weekday,2,Monday,9
6486,toast,morning,weekday,2,Monday,9
6487,coffee,morning,weekday,2,Monday,9
6487,bread,morning,weekday,2,Monday,9
6487,medialuna,morning,weekday,2,Monday,9
6487,alfajores,morning,weekday,2,Monday,9
6488,alfajores,morning,weekday,2,Monday,10
6488,medialuna,morning,weekday,2,Monday,10
6488,coffee,morning,weekday,2,Monday,10
6488,bread,morning,weekday,2,Monday,10
6489,focaccia,morning,weekday,2,Monday,10
6489,bread,morning,weekday,2,Monday,10
6490,coffee,morning,weekday,2,Monday,10
6491,coffee,morning,weekday,2,Monday,10
6491,coffee,morning,weekday,2,Monday,10
6492,coffee,morning,weekday,2,Monday,10
6493,hot chocolate,morning,weekday,2,Monday,10
6494,coffee,morning,weekday,2,Monday,10
6494,juice,morning,weekday,2,Monday,10
6495,coffee,morning,weekday,2,Monday,11
6495,pastry,morning,weekday,2,Monday,11
6496,pastry,morning,weekday,2,Monday,11
6496,coffee,morning,weekday,2,Monday,11
6497,scandinavian,morning,weekday,2,Monday,11
6498,juice,morning,weekday,2,Monday,11
6498,chocolates,morning,weekday,2,Monday,11
6498,hot chocolate,morning,weekday,2,Monday,11
6498,coffee,morning,weekday,2,Monday,11
6498,bread,morning,weekday,2,Monday,11
6498,cookies,morning,weekday,2,Monday,11
6499,tea,morning,weekday,2,Monday,11
6499,coffee,morning,weekday,2,Monday,11
6500,bread,morning,weekday,2,Monday,11
6501,coffee,morning,weekday,2,Monday,11
6501,brownie,morning,weekday,2,Monday,11
6501,farm house,morning,weekday,2,Monday,11
6502,bread,morning,weekday,2,Monday,11
6502,cookies,morning,weekday,2,Monday,11
6502,coffee,morning,weekday,2,Monday,11
6503,coffee,morning,weekday,2,Monday,11
6503,coffee,morning,weekday,2,Monday,11
6504,coffee,morning,weekday,2,Monday,11
6505,coffee,afternoon,weekday,2,Monday,12
6505,coffee,afternoon,weekday,2,Monday,12
6505,scone,afternoon,weekday,2,Monday,12
6505,cake,afternoon,weekday,2,Monday,12
6505,farm house,afternoon,weekday,2,Monday,12
6505,juice,afternoon,weekday,2,Monday,12
6506,coffee,afternoon,weekday,2,Monday,12
6506,coffee,afternoon,weekday,2,Monday,12
6506,cookies,afternoon,weekday,2,Monday,12
6507,scone,afternoon,weekday,2,Monday,12
6507,coffee,afternoon,weekday,2,Monday,12
6508,bread,afternoon,weekday,2,Monday,12
6509,bread,afternoon,weekday,2,Monday,12
6509,cookies,afternoon,weekday,2,Monday,12
6510,coffee,afternoon,weekday,2,Monday,12
6511,cookies,afternoon,weekday,2,Monday,12
6511,cake,afternoon,weekday,2,Monday,12
6511,cake,afternoon,weekday,2,Monday,12
6511,truffles,afternoon,weekday,2,Monday,12
6512,baguette,afternoon,weekday,2,Monday,12
6513,bread,afternoon,weekday,2,Monday,12
6513,tea,afternoon,weekday,2,Monday,12
6514,farm house,afternoon,weekday,2,Monday,13
6515,coffee,afternoon,weekday,2,Monday,13
6516,soup,afternoon,weekday,2,Monday,13
6517,coffee,afternoon,weekday,2,Monday,13
6517,tea,afternoon,weekday,2,Monday,13
6517,sandwich,afternoon,weekday,2,Monday,13
6517,sandwich,afternoon,weekday,2,Monday,13
6518,soup,afternoon,weekday,2,Monday,13
6518,tea,afternoon,weekday,2,Monday,13
6518,tea,afternoon,weekday,2,Monday,13
6519,coke,afternoon,weekday,2,Monday,13
6519,juice,afternoon,weekday,2,Monday,13
6519,coffee,afternoon,weekday,2,Monday,13
6519,chicken stew,afternoon,weekday,2,Monday,13
6519,sandwich,afternoon,weekday,2,Monday,13
6519,sandwich,afternoon,weekday,2,Monday,13
6519,sandwich,afternoon,weekday,2,Monday,13
6519,cookies,afternoon,weekday,2,Monday,13
6519,cookies,afternoon,weekday,2,Monday,13
6520,cake,afternoon,weekday,2,Monday,14
6521,truffles,afternoon,weekday,2,Monday,14
6521,bread,afternoon,weekday,2,Monday,14
6521,sandwich,afternoon,weekday,2,Monday,14
6521,soup,afternoon,weekday,2,Monday,14
6522,cake,afternoon,weekday,2,Monday,14
6522,coffee,afternoon,weekday,2,Monday,14
6522,cookies,afternoon,weekday,2,Monday,14
6522,coke,afternoon,weekday,2,Monday,14
6523,truffles,afternoon,weekday,2,Monday,14
6523,salad,afternoon,weekday,2,Monday,14
6523,chicken stew,afternoon,weekday,2,Monday,14
6523,medialuna,afternoon,weekday,2,Monday,14
6523,brownie,afternoon,weekday,2,Monday,14
6524,coffee,afternoon,weekday,2,Monday,14
6524,coffee,afternoon,weekday,2,Monday,14
6524,alfajores,afternoon,weekday,2,Monday,14
6524,cookies,afternoon,weekday,2,Monday,14
6525,coffee,afternoon,weekday,2,Monday,14
6525,bread,afternoon,weekday,2,Monday,14
6525,soup,afternoon,weekday,2,Monday,14
6525,sandwich,afternoon,weekday,2,Monday,14
6526,bread,afternoon,weekday,2,Monday,14
6526,alfajores,afternoon,weekday,2,Monday,14
6527,bread,afternoon,weekday,2,Monday,14
6528,tea,afternoon,weekday,2,Monday,15
6528,sandwich,afternoon,weekday,2,Monday,15
6529,alfajores,afternoon,weekday,2,Monday,15
6529,bread,afternoon,weekday,2,Monday,15
6529,coffee,afternoon,weekday,2,Monday,15
6530,sandwich,afternoon,weekday,2,Monday,15
6530,sandwich,afternoon,weekday,2,Monday,15
6530,truffles,afternoon,weekday,2,Monday,15
6530,tea,afternoon,weekday,2,Monday,15
