Transaction,Item,period_day,month,day,hour,weekday_weekend
"four thousand, eight hundred and fifty-three",tea,afternoon,Jan,Tuesday,fifteen,weekday
"four thousand, eight hundred and fifty-four",coffee,afternoon,Jan,Tuesday,fifteen,weekday
"four thousand, eight hundred and fifty-five",tea,afternoon,Jan,Tuesday,fifteen,weekday
"four thousand, eight hundred and fifty-six",coffee,afternoon,Jan,Tuesday,sixteen,weekday
"four thousand, eight hundred and fifty-seven",tea,afternoon,Jan,Tuesday,sixteen,weekday
"four thousand, eight hundred and fifty-seven",bread,afternoon,Jan,Tuesday,sixteen,weekday
"four thousand, eight hundred and fifty-seven",cake,afternoon,Jan,Tuesday,sixteen,weekday
"four thousand, eight hundred and fifty-eight",bread,afternoon,Jan,Tuesday,sixteen,weekday
"four thousand, eight hundred and fifty-nine",tea,evening,Jan,Tuesday,seventeen,weekday
"four thousand, eight hundred and sixty",bread,morning,Jan,Wednesday,eight,weekday
"four thousand, eight hundred and sixty-one",coffee,morning,Jan,Wednesday,eight,weekday
"four thousand, eight hundred and sixty-two",bread,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-three",tea,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-three",coffee,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-three",coffee,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-three",muffin,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-three",cake,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-four",scandinavian,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-five",bread,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-five",bread,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-six",farm house,morning,Jan,Wednesday,nine,weekday
"four thousand, eight hundred and sixty-seven",tea,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and sixty-eight",tea,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and sixty-eight",coffee,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and sixty-nine",medialuna,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and sixty-nine",coffee,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and sixty-nine",tea,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy",bread,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-one",pastry,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-one",muffin,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-one",coffee,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-one",tea,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-two",coffee,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-two",tea,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-three",hot chocolate,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-three",coke,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-three",cake,morning,Jan,Wednesday,ten,weekday
"four thousand, eight hundred and seventy-four",soup,morning,Jan,Wednesday,eleven,weekday
"four thousand, eight hundred and seventy-four",pastry,morning,Jan,Wednesday,eleven,weekday
"four thousand, eight hundred and seventy-four",tea,morning,Jan,Wednesday,eleven,weekday
"four thousand, eight hundred and seventy-five",sandwich,morning,Jan,Wednesday,eleven,weekday
"four thousand, eight hundred and seventy-five",alfajores,morning,Jan,Wednesday,eleven,weekday
"four thousand, eight hundred and seventy-six",sandwich,afternoon,Jan,Wednesday,twelve,weekday
"four thousand, eight hundred and seventy-seven",bread,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-seven",focaccia,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-eight",coffee,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-eight",juice,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-eight",sandwich,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-eight",crisps,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-nine",tea,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-nine",coffee,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-nine",soup,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and seventy-nine",salad,afternoon,Jan,Wednesday,thirteen,weekday
"four thousand, eight hundred and eighty",coffee,afternoon,Jan,Wednesday,fourteen,weekday
"four thousand, eight hundred and eighty",cookies,afternoon,Jan,Wednesday,fourteen,weekday
"four thousand, eight hundred and eighty-one",tea,afternoon,Jan,Wednesday,fourteen,weekday
"four thousand, eight hundred and eighty-one",cookies,afternoon,Jan,Wednesday,fourteen,weekday
"four thousand, eight hundred and eighty-two",cake,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-three",cake,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-three",coffee,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-three",coke,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-three",tea,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-four",coffee,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-four",jammie dodgers,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-five",coke,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-five",sandwich,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-six",medialuna,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-six",cookies,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-six",juice,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-six",ella's kitchen pouches,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-six",tea,afternoon,Jan,Wednesday,fifteen,weekday
"four thousand, eight hundred and eighty-seven",muffin,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-seven",jammie dodgers,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-seven",cake,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-seven",bread,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-seven",hot chocolate,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-eight",coffee,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-eight",coffee,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-eight",cake,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and eighty-nine",cake,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety",cake,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety",tea,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-one",coffee,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-one",tea,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-one",coffee,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-one",cake,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-one",cookies,afternoon,Jan,Wednesday,sixteen,weekday
"four thousand, eight hundred and ninety-two",cookies,evening,Jan,Wednesday,seventeen,weekday
"four thousand, eight hundred and ninety-two",tea,evening,Jan,Wednesday,seventeen,weekday
"four thousand, eight hundred and ninety-three",focaccia,evening,Jan,Wednesday,eighteen,weekday
"four thousand, eight hundred and ninety-three",fudge,evening,Jan,Wednesday,eighteen,weekday
"four thousand, eight hundred and ninety-four",pastry,morning,Jan,Thursday,eight,weekday
"four thousand, eight hundred and ninety-four",toast,morning,Jan,Thursday,eight,weekday
"four thousand, eight hundred and ninety-four",coffee,morning,Jan,Thursday,eight,weekday
"four thousand, eight hundred and ninety-five",tea,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-five",sandwich,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-six",tea,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-six",hot chocolate,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-six",spanish brunch,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-six",granola,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-six",sandwich,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-seven",coffee,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-seven",medialuna,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-eight",bread,morning,Jan,Thursday,nine,weekday
"four thousand, eight hundred and ninety-nine",coffee,morning,Jan,Thursday,nine,weekday
"four thousand, nine hundred",coffee,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred",toast,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and one",coffee,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and one",coffee,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and one",pastry,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and two",bread,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and three",farm house,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and four",bread,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and four",cookies,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and five",bread,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and six",hot chocolate,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and six",hot chocolate,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and six",cake,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and seven",pastry,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and seven",cake,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and seven",mineral water,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and eight",tea,morning,Jan,Thursday,ten,weekday
"four thousand, nine hundred and nine",tea,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and nine",jammie dodgers,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and nine",cake,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and nine",juice,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and ten",tiffin,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and eleven",cake,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and eleven",muffin,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twelve",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twelve",coke,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twelve",juice,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twelve",truffles,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twelve",medialuna,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and thirteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and fourteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and fifteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and fifteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and sixteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and seventeen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and seventeen",pastry,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and eighteen",cake,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and eighteen",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and nineteen",bread,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and nineteen",tiffin,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty",scandinavian,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty",bread,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty-one",coffee,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty-one",tea,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty-one",alfajores,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty-two",chicken stew,morning,Jan,Thursday,eleven,weekday
"four thousand, nine hundred and twenty-three",coffee,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-four",coffee,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-four",juice,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-four",medialuna,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-four",crisps,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-five",coffee,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-six",farm house,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-seven",salad,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-seven",coffee,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-eight",bread,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-nine",bread,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and twenty-nine",medialuna,afternoon,Jan,Thursday,twelve,weekday
"four thousand, nine hundred and thirty",coffee,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty",coffee,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty",sandwich,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-one",hot chocolate,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-one",chicken stew,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-two",coffee,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-two",tea,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-two",sandwich,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-two",medialuna,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",bread,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",tea,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",chicken stew,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",soup,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",cake,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",pastry,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",alfajores,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-three",focaccia,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-four",bread,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-four",coffee,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-four",soup,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-four",muffin,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-five",bread,afternoon,Jan,Thursday,thirteen,weekday
"four thousand, nine hundred and thirty-six",coffee,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-six",tea,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-six",cake,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-seven",sandwich,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-seven",sandwich,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-seven",coffee,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-seven",tea,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-eight",coffee,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-eight",coffee,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and thirty-nine",bread,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and forty",coffee,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and forty-one",bread,afternoon,Jan,Thursday,fourteen,weekday
"four thousand, nine hundred and forty-two",hot chocolate,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-three",coffee,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-three",bread,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-three",tiffin,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-three",bread,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-four",hot chocolate,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-five",hot chocolate,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-five",coffee,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-five",tiffin,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-six",coffee,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-six",cookies,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-six",bread,afternoon,Jan,Thursday,fifteen,weekday
"four thousand, nine hundred and forty-eight",farm house,evening,Jan,Thursday,seventeen,weekday
"four thousand, nine hundred and forty-nine",afternoon with the baker,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and forty-nine",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and forty-nine",scandinavian,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty",bread,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-one",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-one",tea,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-one",toast,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-two",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-two",toast,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-three",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-four",coffee,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-four",toast,morning,Jan,Friday,eight,weekday
"four thousand, nine hundred and fifty-five",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-five",medialuna,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-six",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-seven",cake,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-eight",pastry,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-eight",bread,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and fifty-nine",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty",bread,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-one",farm house,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-two",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-two",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-two",coffee,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-two",toast,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-two",cookies,morning,Jan,Friday,nine,weekday
"four thousand, nine hundred and sixty-three",pastry,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-three",coffee,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-three",coffee,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-four",coffee,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-five",bread,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-six",bread,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-six",tea,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-six",granola,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-seven",bread,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-seven",tea,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-seven",scone,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-seven",sandwich,morning,Jan,Friday,ten,weekday
"four thousand, nine hundred and sixty-eight",coffee,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-eight",coffee,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-eight",pastry,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-nine",pastry,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-nine",pastry,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-nine",coffee,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-nine",coffee,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and sixty-nine",bread,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and seventy-one",bread,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and seventy-two",bread,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and seventy-three",muffin,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and seventy-three",muffin,morning,Jan,Friday,eleven,weekday
"four thousand, nine hundred and seventy-four",farm house,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-five",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-five",tea,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-five",scone,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-six",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-six",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-seven",bread,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-eight",bread,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-nine",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and seventy-nine",scone,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty",bread,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-one",chicken stew,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-two",tea,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-two",tea,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-two",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-three",coffee,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-three",tea,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-three",scone,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-four",cake,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-four",pastry,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-four",farm house,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-four",scandinavian,afternoon,Jan,Friday,twelve,weekday
"four thousand, nine hundred and eighty-five",smoothies,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-five",muffin,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-six",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-six",tea,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-six",sandwich,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-six",salad,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-seven",sandwich,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-seven",truffles,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-eight",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-eight",sandwich,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-nine",bread,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and eighty-nine",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety",chicken stew,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-one",bread,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-one",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-one",bread,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-two",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-three",coffee,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-three",sandwich,afternoon,Jan,Friday,thirteen,weekday
"four thousand, nine hundred and ninety-four",hot chocolate,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-five",medialuna,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-six",hot chocolate,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-seven",coffee,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-eight",cake,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-nine",coffee,afternoon,Jan,Friday,fourteen,weekday
"four thousand, nine hundred and ninety-nine",alfajores,afternoon,Jan,Friday,fourteen,weekday
five thousand,bread,afternoon,Jan,Friday,fourteen,weekday
five thousand,coffee,afternoon,Jan,Friday,fourteen,weekday
five thousand and one,bread,afternoon,Jan,Friday,fourteen,weekday
five thousand and two,bread,afternoon,Jan,Friday,fourteen,weekday
five thousand and two,muffin,afternoon,Jan,Friday,fourteen,weekday
five thousand and three,coffee,afternoon,Jan,Friday,fifteen,weekday
five thousand and three,bread,afternoon,Jan,Friday,fifteen,weekday
five thousand and four,coffee,afternoon,Jan,Friday,fifteen,weekday
five thousand and four,coffee,afternoon,Jan,Friday,fifteen,weekday
five thousand and four,cake,afternoon,Jan,Friday,fifteen,weekday
five thousand and five,bread,afternoon,Jan,Friday,fifteen,weekday
five thousand and five,muffin,afternoon,Jan,Friday,fifteen,weekday
five thousand and six,tea,afternoon,Jan,Friday,fifteen,weekday
five thousand and six,tiffin,afternoon,Jan,Friday,fifteen,weekday
five thousand and seven,coffee,afternoon,Jan,Friday,fifteen,weekday
five thousand and eight,bread,afternoon,Jan,Friday,fifteen,weekday
five thousand and eight,sandwich,afternoon,Jan,Friday,fifteen,weekday
five thousand and eight,tea,afternoon,Jan,Friday,fifteen,weekday
five thousand and nine,coffee,afternoon,Jan,Friday,fifteen,weekday
five thousand and nine,pastry,afternoon,Jan,Friday,fifteen,weekday
five thousand and ten,scandinavian,afternoon,Jan,Friday,sixteen,weekday
five thousand and eleven,medialuna,afternoon,Jan,Friday,sixteen,weekday
